run_id,variant,git_sha,tbl,query_id,run,planning_ms,exec_ms,shared_hit,shared_read,chunks_in_plan,compressed_chunks_in_plan,chunk_scan_nodes,chunks_excluded_startup,vectorized_filter,rows,scan_rows,workers_launched,query_text
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_date,Q4-np,2,0.498,21.93,9025,0,5,5,10,0,t,1000,148800,0,"SELECT time_bucket(interval '7 days', day) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_date WHERE day >= '2026-02-20' AND day < '2026-03-23' GROUP BY 1, 2"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_date,Q4-np,3,0.536,22.588,9025,0,5,5,10,0,t,1000,148800,0,"SELECT time_bucket(interval '7 days', day) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_date WHERE day >= '2026-02-20' AND day < '2026-03-23' GROUP BY 1, 2"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_date,Q5,1,0.434,0.055,23,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_date WHERE device_id = 17 AND day = '2026-03-07'
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_date,Q5,2,0.149,0.177,23,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_date WHERE device_id = 17 AND day = '2026-03-07'
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_date,Q5,3,0.138,0.035,23,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_date WHERE device_id = 17 AND day = '2026-03-07'
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_date,Q5-np,1,0.485,0.052,23,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_date WHERE device_id = 17 AND day = '2026-03-07'
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_date,Q5-np,2,0.224,0.04,23,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_date WHERE device_id = 17 AND day = '2026-03-07'
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_date,Q5-np,3,0.137,0.035,23,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_date WHERE device_id = 17 AND day = '2026-03-07'
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q1,1,3.143,7.486,6150,0,5,5,10,0,t,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= now() - interval '30 days'"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q1,2,0.495,6.158,6025,0,5,5,10,0,t,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= now() - interval '30 days'"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q1,3,0.477,5.846,6025,0,5,5,10,0,t,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= now() - interval '30 days'"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q1-np,1,3.169,6.981,6150,0,5,5,10,0,t,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= now() - interval '30 days'"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q1-np,2,0.522,5.773,6025,0,5,5,10,0,t,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= now() - interval '30 days'"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q1-np,3,0.442,5.648,6025,0,5,5,10,0,t,1,144000,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= now() - interval '30 days'"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q2,1,17.109,17.95,6025,0,5,5,10,53,t,1,148800,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= date_trunc('day', now()) - interval '30 days'"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q2,2,4.543,16.957,6025,0,5,5,10,53,t,1,148800,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= date_trunc('day', now()) - interval '30 days'"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q2,3,3.912,17.348,6025,0,5,5,10,53,t,1,148800,2,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= date_trunc('day', now()) - interval '30 days'"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q2-np,1,16.891,6.409,6025,0,5,5,10,53,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= date_trunc('day', now()) - interval '30 days'"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q2-np,2,4.058,6.497,6025,0,5,5,10,53,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= date_trunc('day', now()) - interval '30 days'"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q2-np,3,3.927,6.507,6025,0,5,5,10,53,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= date_trunc('day', now()) - interval '30 days'"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q3,1,0.663,5.221,4350,0,5,5,10,0,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23'"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q3,2,0.371,4.816,4225,0,5,5,10,0,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23'"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q3,3,0.362,4.514,4225,0,5,5,10,0,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23'"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q3-np,1,0.549,5.086,4350,0,5,5,10,0,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23'"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q3-np,2,0.42,4.608,4225,0,5,5,10,0,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23'"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q3-np,3,0.325,6.103,4225,0,5,5,10,0,t,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23'"
