run_id,variant,git_sha,tbl,query_id,run,planning_ms,exec_ms,shared_hit,shared_read,chunks_in_plan,compressed_chunks_in_plan,chunk_scan_nodes,chunks_excluded_startup,vectorized_filter,rows,scan_rows,workers_launched,query_text
int-after-1d-ac62b98-20260922T115100Z,int-after-1d,ac62b98,metrics_tstz,Q3-np,1,2.078,9.071,775,0,31,31,62,0,f,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23'"
int-after-1d-ac62b98-20260922T115100Z,int-after-1d,ac62b98,metrics_tstz,Q3-np,2,1.746,9.539,775,0,31,31,62,0,f,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23'"
int-after-1d-ac62b98-20260922T115100Z,int-after-1d,ac62b98,metrics_tstz,Q3-np,3,1.272,7.903,775,0,31,31,62,0,f,1,148800,0,"SELECT count(*) AS n, avg(v1) AS avg_v1 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23'"
int-after-1d-ac62b98-20260922T115100Z,int-after-1d,ac62b98,metrics_tstz,Q4,1,5.216,29.884,775,0,31,31,62,0,f,1000,148800,0,"SELECT time_bucket(interval '7 days', ts) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23' GROUP BY 1, 2"
int-after-1d-ac62b98-20260922T115100Z,int-after-1d,ac62b98,metrics_tstz,Q4,2,2.154,28.907,775,0,31,31,62,0,f,1000,148800,0,"SELECT time_bucket(interval '7 days', ts) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23' GROUP BY 1, 2"
int-after-1d-ac62b98-20260922T115100Z,int-after-1d,ac62b98,metrics_tstz,Q4,3,2.132,28.677,775,0,31,31,62,0,f,1000,148800,0,"SELECT time_bucket(interval '7 days', ts) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23' GROUP BY 1, 2"
int-after-1d-ac62b98-20260922T115100Z,int-after-1d,ac62b98,metrics_tstz,Q4-np,1,2.521,30.621,775,0,31,31,62,0,f,1000,148800,0,"SELECT time_bucket(interval '7 days', ts) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23' GROUP BY 1, 2"
int-after-1d-ac62b98-20260922T115100Z,int-after-1d,ac62b98,metrics_tstz,Q4-np,2,2.322,29.564,775,0,31,31,62,0,f,1000,148800,0,"SELECT time_bucket(interval '7 days', ts) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23' GROUP BY 1, 2"
int-after-1d-ac62b98-20260922T115100Z,int-after-1d,ac62b98,metrics_tstz,Q4-np,3,1.958,30.393,775,0,31,31,62,0,f,1000,148800,0,"SELECT time_bucket(interval '7 days', ts) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23' GROUP BY 1, 2"
int-after-1d-ac62b98-20260922T115100Z,int-after-1d,ac62b98,metrics_tstz,Q5,1,0.592,0.042,2,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_tstz WHERE device_id = 17 AND ts = '2026-03-07'
int-after-1d-ac62b98-20260922T115100Z,int-after-1d,ac62b98,metrics_tstz,Q5,2,0.221,0.026,2,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_tstz WHERE device_id = 17 AND ts = '2026-03-07'
int-after-1d-ac62b98-20260922T115100Z,int-after-1d,ac62b98,metrics_tstz,Q5,3,0.134,0.021,2,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_tstz WHERE device_id = 17 AND ts = '2026-03-07'
int-after-1d-ac62b98-20260922T115100Z,int-after-1d,ac62b98,metrics_tstz,Q5-np,1,0.613,0.039,2,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_tstz WHERE device_id = 17 AND ts = '2026-03-07'
int-after-1d-ac62b98-20260922T115100Z,int-after-1d,ac62b98,metrics_tstz,Q5-np,2,0.165,0.023,2,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_tstz WHERE device_id = 17 AND ts = '2026-03-07'
int-after-1d-ac62b98-20260922T115100Z,int-after-1d,ac62b98,metrics_tstz,Q5-np,3,0.148,0.023,2,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_tstz WHERE device_id = 17 AND ts = '2026-03-07'
